wrestler_id,name,birthplace,gender,age,height,weight,career_start,career_end,promotion,rating,votes
11276,Gaylon Summers,"Dyersburg, Tennessee, USA",male,,,,2007-01-01,,,,
5979,John Buford,USA,male,,,,,,,,
3742,Takashi Okamura,"Kobe, Hyogo, Japan",male,58.0,170.0,90.0,1994-06-14,,,,
4997,Koji Ishinriki,"Suginami, Tokyo, Japan",male,,175.0,91.0,1991-01-25,2022-10-02,,5.0,1.0
878,Tony Falk,"Dallas, Texas, USA",male,,185.0,109.0,1981-01-01,2017-01-01,,2.33,9.0
18807,Miranda Alize,"Houston, Texas, USA",female,,155.0,,2014-07-26,,,6.55,20.0
7505,Handsome JF,"Terrebonne, Quebec, Canada",male,,185.0,95.0,,,,,
5083,Azrael,"Gainesville, Georgia, USA",male,41.0,182.0,117.0,1998-01-01,,,,
18113,Tom Demarco,"Illinois, USA",male,,,104.0,,,,,
24275,Karma Dean,"Long Island, New York, USA",female,,157.0,54.0,2021-03-28,,,,
19087,Kevin Coffman,"Ringgold, Georgia, USA",male,31.0,,91.0,2013-05-01,,,,
17074,Mirage,"Tijuana, Baja California, Mexiko",male,,,,,,,,
2205,El Texano,"Mexicali, Baja California, Mexiko",male,,170.0,95.0,1972-02-01,,,7.0,1.0
13742,Mike Loren,"Cincinnati, Ohio, USA",male,,186.0,112.0,,,,,
5035,MS-1 Jr.,Mexiko,male,,,,,,,,
3246,Chris Colt,"Idaho, USA",male,,179.0,108.0,,,,7.33,3.0
13450,Bad Dude Tito,"Whittier, California, USA",male,,185.0,116.0,2011-01-01,,,7.05,19.0
2422,El Signo,"Ocotlán de Morelos, Oaxaca, Mexiko",male,,172.0,98.0,1971-09-16,2013-03-17,,,
3315,Kumagoro Hokkai,"Iwamizawa, Hokkaido, Japan",male,41.0,194.0,140.0,2006-01-03,,2626,4.0,1.0
21502,Chris Pepper,"Winnipeg, Manitoba, Canada",male,,,109.0,,,,,
1943,SUSHI,"Takarazuka, Hyogo, Japan",male,45.0,183.0,106.0,1998-01-28,,,6.03,34.0
7660,Solar II,"Zacoalco de las Torres, Jalisco, Mexiko",male,63.0,172.0,80.0,1979-12-25,,,,
19671,Mark Wheeler,"Toronto, Ontario, Canada",male,,,,2016-01-01,,,8.5,4.0
4141,Sunny Beach,"Jacksonville, Florida, USA",male,,195.0,125.0,1985-01-01,2000-01-01,,5.0,12.0
1763,Cloudy,"Webster Hall, New York, USA",male,,164.0,68.0,2001-11-30,,,6.59,56.0
10317,Dallas Murdock,"Austin, Texas, USA",male,,185.0,95.0,,2014-01-01,,,
5377,Jason Styles,"Fresno, California, USA",male,,185.0,99.0,,,,,
3177,Big Daddy Hammer,"North Bay, Ontario, Canada",male,,183.0,107.0,1992-10-16,,,,
23190,Cassius,"London, England, UK",male,,,,2014-03-09,,,,
13403,Manimal,"Bowie County, Texas, USA",male,,185.0,137.0,2001-01-01,,,,
15623,Lionel Baillargeon,"Saint Magloire de Bellechasse, Quebec, Canada",male,,190.0,98.0,1949-01-01,1958-01-01,,,
17473,Baron Black,"Atlanta, Georgia, USA",male,,183.0,100.0,2012-02-04,,,7.5,6.0
3762,Kengo Mashimo,"Maizuru, Kyoto, Japan",male,44.0,180.0,98.0,2001-04-27,,137,7.75,32.0
15401,Darling Dagmar,"South Carolina, USA",female,,,,,,,,
15295,Jack Bence,"Pittsfield, Massachusetts, USA",male,,180.0,100.0,,,,,
8441,Bobby Lee Jr.,"Leon de los Aldamas, Guanajuato, Mexiko",male,51.0,168.0,85.0,1987-01-01,,,,
21147,Thunderbolt Cannon,"Windsor, Ontario, Canada",male,,185.0,130.0,,,,,
21944,Hetzza,"Mexico City, Distrito Federal, Mexiko",female,,155.0,53.0,2011-08-10,,,1.0,1.0
11301,Sauron,Mexiko,male,,,,2000-01-01,,,,
2716,Bull Pain,"Mannheim, Baden-Württemberg, Deutschland",male,,188.0,118.0,1984-01-01,2016-01-01,,4.15,27.0
644,Bastion Booger,"Marquette, Michigan, USA",male,,183.0,184.0,1979-01-01,1999-01-01,,2.39,147.0
14012,Shota Chochishvili,"Ghlevi, Georgien",male,,190.0,110.0,1989-04-24,1989-12-31,,4.0,1.0
20444,Hisaya Imabayashi,"Fukuoka, Japan",male,50.0,170.0,75.0,,,118,,
308,Dale Torborg,"Mountainside, New Jersey, USA",male,,193.0,125.0,1998-01-01,,,1.57,70.0
6020,Aoi Kizuki,"Tokyo, Japan",female,,162.0,53.0,2005-05-01,2018-10-07,,,
9076,Frank Jares,"Pittsburgh, Pennsylvania, USA",male,,178.0,,1945-01-01,1959-01-01,,,
23042,Alan Clayball,"New Oxford, Pennsylvania, USA",male,,,,,,,,
18414,Stephen Wolf,"Peoria, Illinois, USA",male,,,,,,,7.29,7.0
491,Blackjack Lanza,"Minneapolis, Minnesota, USA",male,,195.0,115.0,1961-01-01,1985-01-01,,7.25,20.0
20656,Judas Icarus,"Courtenay, British Columbia, Canada",male,25.0,,,,,,9.0,5.0
61,Jay Lethal,"Elizabeth, New Jersey, USA",male,38.0,178.0,97.0,2001-01-01,,2287,7.28,503.0
10568,Tiger Ali,"Swindon, Wiltshire, England, UK",male,30.0,182.0,84.0,2009-09-30,,,5.0,1.0
19715,Lone Eagle,"Corner Brook, Newfoundland & Labrador, Canada",male,,131.0,,1979-01-01,,,,
16006,Wardlow,"Cleveland, Ohio, USA",male,35.0,191.0,121.0,2014-01-01,,2287,7.03,216.0
6819,AMAKUSA,"Kumamoto, Japan",male,37.0,162.0,70.0,2005-10-22,,8,7.42,55.0
2405,Screwface,"South Shields, Tyne And Wear, England, UK",male,34.0,186.0,95.0,2003-01-01,,,5.4,5.0
6,Mick Foley,"Bloomington, Indiana, USA",male,,188.0,135.0,1983-06-24,2012-01-29,,9.19,967.0
24758,Budd Heavy,"Riverview, Florida, USA",male,,,,,,,3.0,1.0
8394,TJ Xtreme,"Tijuana, Baja California, Mexiko",male,,,,2001-01-01,,,,
21897,Levi Everett,"Indiana, USA",male,31.0,,,,,,7.0,1.0
23823,Anthony Ogogo,"Lowestoft, Suffolk, England, UK",male,34.0,182.0,100.0,2019-02-23,,2287,4.55,55.0
17919,Shinya Ishida,"Nagoya, Aichi, Japan",male,30.0,169.0,77.0,2012-11-04,,2699,,
20525,Great Kato,"Honolulu, Hawaii, USA",male,,,,,1961-01-09,,,
23653,Amari Miller,"Kansas City, Missouri, USA",female,,,,2017-08-01,,1,5.41,17.0
2545,El Ligero,"Leeds, West Yorkshire, England, UK",male,,170.0,73.0,2002-02-09,,,6.62,86.0
832,Giant Warrior,"Amarillo, Texas, USA",male,60.0,213.0,159.0,1987-04-04,,,5.67,18.0
14536,Brandon Watts,"New York City, New York, USA",male,28.0,,79.0,2013-01-01,,,,
17374,Gentleman Jim Hyde,"Memphis, Tennessee, USA",male,,,,,,,,
8760,Syuri,"Ebina, Kanagawa, Japan",female,34.0,162.0,52.0,2008-10-26,,745,9.39,193.0
5013,Colt Steel,"Robeson County, North Carolina, USA",male,,188.0,113.0,1986-01-01,2002-01-01,,,
16298,Massimo Italiano,"Neapel, Italien",male,33.0,196.0,110.0,2010-01-01,,,7.25,4.0
15811,Kris Wolf,"Chicago, Illinois, USA",female,,155.0,51.0,2014-08-10,2019-04-26,,7.94,34.0
10827,Crazy 33,"Ciudad Juarez, Chihuahua, Mexiko",male,60.0,,,1974-01-01,,,,
5374,Jay Clinton,"Lafayette, Georgia, USA",male,,175.0,86.0,2006-04-15,,,,
1552,George Wells,"Oakland, California, USA",male,,185.0,111.0,1974-01-01,1992-01-01,,4.6,10.0
21911,E10,"Cairns, Queensland, Australia",male,26.0,178.0,77.0,2019-04-20,,,,
21348,System,"Minnesota, USA",male,,,88.0,2018-01-01,,,,
5022,Jerry Stubbs,"Georgia, USA",male,,186.0,112.0,1970-01-01,,,7.75,4.0
8875,Axl Law,"Pennsylvania, USA",male,,,,1997-01-01,,,,
4862,Angelo Savoldi,"Castrocielo, Latium, Italien",male,,190.0,91.0,1937-01-01,1972-01-01,,8.0,1.0
3648,Jack Jester,"Glasgow, Scotland, UK",male,36.0,185.0,104.0,1998-01-01,,,7.15,13.0
6795,Bobby Hayes,"Nashville, Tennessee, USA",male,,183.0,109.0,1991-01-01,,,,
24666,Andrei Arlovski,"Babruysk, Byelorussian SSR, Sowjetunion",male,,193.0,119.0,,,,,
3847,Kip AB,"Hickory, North Carolina, USA",male,,185.0,108.0,1987-01-01,,,5.0,2.0
11697,John Kowalski,"Hampshire, Winchester, England, UK",male,,195.0,120.0,,,,,
12884,Che Cabrera,"Chatsworth, California, USA",male,,184.0,102.0,2012-01-01,,,,
9658,Relampago,"Saltillo, Coahuila, Mexiko",male,42.0,167.0,74.0,2003-05-23,,,,
124,Dances With Dudley,"Oklahoma, USA",male,,178.0,131.0,1992-01-01,2004-01-01,,6.0,2.0
245,Chilly Willy,"Goalsboro, North Carolina, USA",male,48.0,180.0,113.0,1998-01-01,,,2.9,10.0
22372,Gia Scott,"Baltimore, Maryland, USA",female,24.0,173.0,59.0,2018-01-20,,,4.0,1.0
11437,Novillerito,"Veracruz, Mexiko",male,,,,,,,,
1268,Gen. Adnan,"Bagdad, Irak",male,,186.0,109.0,1958-01-01,1992-01-01,,5.15,26.0
5633,Flip Kendrick,"Detroit, Michigan, USA",male,,173.0,77.0,,,,7.0,18.0
9854,Mitzuki Wong,Mexiko,female,,,,,,,,
25,Ayako Hamada,"Mexico City, Distrito Federal, Mexiko",female,42.0,162.0,65.0,1998-08-09,,,8.8,71.0
1706,Chad Parham,"Cornelia, Georgia, USA",male,,185.0,96.0,2000-01-01,2011-01-01,,3.0,2.0
2050,Dick Murdoch,"Amarillo, Texas, USA",male,,187.0,126.0,1965-01-01,1996-06-15,,7.23,44.0
15988,Shigeno Shima,"Niigata, Japan",male,50.0,177.0,90.0,,,2716,,
12991,Eslabon Perdido,"Veracruz, Mexiko",male,55.0,187.0,105.0,1985-11-11,,,,
5678,Desean Pratt,"Pennsauken, New Jersey, USA",male,,175.0,81.0,2007-09-22,,,6.71,42.0
2739,Danny Hodge,"Perry, Oklahoma, USA",male,,183.0,103.0,1959-10-07,1976-03-01,,10.0,11.0
18288,Torbellino Blanco,"Nuevo Leon, Mexiko",male,,175.0,95.0,1959-01-01,,,,
8938,Barbara Galento,"New York City, New York, USA",female,,,,,,,,
1935,Dan Dubiel,"Boca Raton, Florida, USA",male,,175.0,101.0,1991-01-01,,,10.0,1.0
21039,Rebel Kel,"Seattle, Washington, USA",female,32.0,183.0,66.0,2016-12-03,,,3.5,2.0
10575,Ken Yates,"Minneapolis, Minnesota, USA",male,,,,,,,,
7996,King Leonidas,"Minnesota, USA",male,,,,,,,8.0,1.0
10992,Jagger Reid,"Blackpool, Lancashire, England, UK",male,30.0,181.0,81.0,2010-01-01,,1,6.63,48.0
1460,Ultimo Guerrero,"Gomez Palacio, Durango, Mexiko",male,51.0,173.0,93.0,1990-09-01,,78,8.49,45.0
1261,Mike Sharpe,"Hamilton, Ontario, Canada",male,,193.0,125.0,1973-01-01,1997-01-01,,6.16,44.0
1395,Dory Funk Sr.,"Hammond, Indiana, USA",male,,184.0,113.0,1943-06-16,1973-06-03,,8.0,11.0
159,Todd Sexton,"Baldwin, Georgia, USA",male,,180.0,102.0,2001-01-01,,,6.0,1.0
8618,Bodyguard,"Osaka, Japan",male,55.0,174.0,110.0,2009-01-24,,,5.67,27.0
1040,Mean Mitch Page,"Louisville, Kentucky, USA",male,,178.0,165.0,1998-01-01,2016-12-22,,2.4,25.0
16524,Mike Edwards,"Burnaby, British Columbia, Canada",male,62.0,180.0,114.0,1982-12-15,,,,
18928,Red Scorpion,"Lancaster, Pennsylvania, USA",male,,,,,,,,
22465,Torito Negro,"Nezahualcoytol, Estado de Mexico, Mexiko",male,25.0,,,,,,,
39,CW Anderson,"Emit, North Carolina, USA",male,52.0,188.0,111.0,1993-12-02,,,5.69,81.0
13064,Josh Rozay,"Long Beach, California, USA",male,,175.0,102.0,2010-04-01,2013-01-01,,,
12568,Nino Hamburguesa,Mexiko,male,27.0,167.0,101.0,2009-01-01,,,5.63,8.0
4435,Andrew Hellman,"Chino, California, USA",male,,175.0,87.0,2002-01-01,2013-01-01,,,
11470,Tom Ivy,"Hurtsboro, Alabama, USA",male,,186.0,130.0,1981-01-01,,,,
1642,Clarence Mason,"Sioux City, Iowa, USA",male,,170.0,73.0,,,,2.16,43.0
2088,Diablo,Japan,male,51.0,172.0,98.0,1994-09-23,,,,
20005,Spike Trivet,"Cambridge, Cambridgeshire, England, UK",male,,,,2016-01-01,,,7.47,15.0
10198,Santana Garrett,"Ocala, Florida, USA",female,,165.0,54.0,2009-08-15,2022-01-01,,7.47,83.0
1202,Katsuyori Shibata,"Kuwana, Mie, Japan",male,43.0,183.0,95.0,1999-10-10,,7,9.49,485.0
575,Jack Victory,"Atlantic City, New Jersey, USA",male,,193.0,114.0,1984-01-01,2016-01-01,,3.1,30.0
9732,El Hijo del Signo,Mexiko,male,,175.0,85.0,2008-01-19,,78,4.0,1.0
6049,Vicki Williams,"Savannah, Georgia, USA",female,,160.0,63.0,1970-01-01,1980-01-01,,9.0,1.0
7231,Ryan Tran,Vietnam,male,41.0,169.0,,2002-01-01,2010-01-01,1,7.0,9.0
1133,Verne Gagne,"Robbinsdale, Minnesota, USA",male,,180.0,98.0,1949-05-03,1981-05-10,,8.45,55.0
1206,Mr. Hito,"Osaka, Japan",male,,183.0,112.0,1967-06-08,1988-01-01,,6.0,1.0
4583,Kagetora,"Tokyo, Japan",male,41.0,170.0,81.0,2002-05-11,,,7.47,43.0
16453,Danny Limelight,"New York City, New York, USA",male,31.0,172.0,79.0,2014-10-11,,,6.84,32.0
3673,Kevin Landry,"Boston, Massachusetts, USA",male,,,111.0,,,,0.0,1.0
6304,Harv Sihra,"Burnaby, British Columbia, Canada",male,35.0,178.0,79.0,2006-01-01,,,4.24,38.0
3257,Kintaro Kanemura,"Tsu, Mie, Japan",male,,178.0,112.0,1990-12-20,2016-12-27,,5.92,26.0
10437,Trueno,"Guadalajara, Jalisco, Mexiko",male,,,,1985-01-01,,,,
14883,Emperador Azteca,"Guadalajara, Jalisco, Mexiko",male,31.0,,,2009-01-01,,,,
10927,Jackie Welch,"Pawhuska, Oklahoma, USA",male,,,,,,,,
20177,Sonico,"Seattle, Washington, USA",male,,175.0,80.0,,,,9.0,1.0
23678,Jonathan Vega,"Chicago, Illinois, USA",male,31.0,,80.0,,,,,
656,Chris Youngblood,"Texas, USA",male,,183.0,107.0,1985-01-01,2007-04-01,,4.0,3.0
9583,Leon Rojo,Mexiko,male,62.0,,,1984-01-01,,,,
16860,Martino Angelo,"Toledo, Ohio, USA",male,,165.0,57.0,,,,,
19517,Lee Moriarty,"Pittsburgh, Pennsylvania, USA",male,28.0,180.0,84.0,2015-12-09,,2287,7.8,118.0
13583,Cody Blade,"Rogersville, Tennessee, USA",male,,167.0,,,,,,
1872,Osamu Namiguchi,"Kitakyushu, Fukuoka, Japan",male,42.0,174.0,85.0,2003-11-07,,,6.8,5.0
1527,Corey Graves,"Pittsburgh, Pennsylvania, USA",male,39.0,185.0,93.0,2000-03-22,2014-03-22,1,6.96,185.0
15660,Amale,"Beziers, Occitanie, Frankreich",female,30.0,163.0,,2012-07-01,,,6.25,40.0
1146,Kory Chavis,"Dunwoody, Georgia, USA",male,,190.0,102.0,1999-01-01,2018-01-01,,5.82,11.0
5097,BUSHI,"Tokyo, Japan",male,40.0,172.0,83.0,2007-03-12,,7,6.6,205.0
9617,T-Hawk,"Tomakomai, Hokkaido, Japan",male,33.0,174.0,88.0,2010-01-24,,2965,8.25,71.0
15812,Kuma Arashi,"Saitama, Japan",male,32.0,178.0,105.0,2015-02-13,,,7.0,9.0
7690,YO-HEY,"Yabu, Hyogo, Japan",male,35.0,170.0,70.0,2008-12-22,,8,7.18,45.0
8352,Super Raton,"Mexico City, Distrito Federal, Mexiko",male,63.0,160.0,80.0,1984-07-15,,,,
14590,Brown Panther,"Philadelphia, Pennsylvania, USA",male,,137.0,,,,,,
25035,Javier Bernal,"Ave Maria, Florida, USA",male,,183.0,87.0,2021-01-01,,1,5.56,18.0
20364,Baliyan Akki,"Muzzafarnagar, Uttar Pradesh, Indien",male,28.0,175.0,78.0,2015-01-27,,,8.41,34.0
19235,Ali Pasha,,male,,,,,,,,
11980,Principe Franky,"Reynosa, Tamaulipas, Mexiko",male,54.0,173.0,85.0,1987-08-17,,,,
5002,Scott McGhee,"Shipley, West Yorkshire, England, UK",male,,185.0,110.0,1978-01-01,1988-01-31,,7.0,2.0
9834,Crusher Takahashi,"Miyagi, Japan",male,58.0,180.0,110.0,1994-10-09,,,,
8617,Tomokazu Taniguchi,"Kochi, Japan",male,45.0,179.0,95.0,2009-05-04,,2225,,
15804,"Jeff Manning, Morty Lipschitz","Salem, Oregon, USA",male,,,,,,,,
1652,Chris Walker,"Atlanta, Georgia, USA",male,,185.0,115.0,1989-01-01,,,3.11,9.0
6472,Butterbean,"Americus, Georgia, USA",male,,180.0,189.0,,,,,
4372,Maravilla,Dominikanische Republik,male,,187.0,106.0,,,,,
5802,Mini Chessman,Mexiko,male,,157.0,63.0,1989-01-01,2014-01-01,,,
1305,John Tolos,"Hamilton, Ontario, Canada",male,,185.0,109.0,1951-01-01,,,7.29,7.0
12024,Tony Condello,"Kalabrien, Italien",male,,168.0,91.0,1959-01-01,,,8.0,1.0
950,Strong Kobayashi,"Ome, Tokyo, Japan",male,,187.0,125.0,1967-07-21,1981-01-01,,5.25,4.0
26777,Blake Troop,"Los Angeles, California, USA",male,,194.0,109.0,2021-01-01,,,5.0,1.0
10136,Bob Brown,"Charleston, West Virginia, USA",male,,184.0,137.0,,,,,
19339,Chris Seaton,"New York City, New York, USA",male,31.0,,,,,,,
1035,Toby Klein,"Detroit, Michigan, USA",male,,192.0,107.0,1997-03-01,2018-06-09,,7.04,48.0
10110,Alex Silva,"Montreal, Quebec, Canada",male,33.0,183.0,98.0,2004-01-01,,,6.0,13.0
3457,Awesome Kong,"Winnsboro, Texas, USA",male,,196.0,212.0,1990-07-01,,,2.14,7.0
177,Evan Karagias,"Gastonia, North Carolina, USA",male,,173.0,92.0,1997-12-16,2010-01-01,,4.4,52.0
12044,Crazy Loco,Mexiko,male,53.0,,,1987-05-02,,,,
1205,Takashi Iizuka,"Muroran, Hokkaido, Japan",male,,181.0,105.0,1986-11-02,2019-02-21,,5.37,83.0
6701,Mercurio,Mexiko,male,,,,,,,,
9703,Tony Manousos,"Anogia, Griechenland",male,,,,1955-01-01,1966-01-01,,,
4378,Jeckles,"Oakland, California, USA",male,,195.0,104.0,2007-01-01,,,,
4045,Mike Bird,"Newport, Wales, UK",male,,175.0,84.0,,,,8.4,10.0
26784,Judy Mansfield,"Warwick, Rhode Island, USA",female,,,,1976-12-18,,,,
25684,Logan Cruz,"Baltimore, Maryland, USA",male,24.0,183.0,95.0,2019-04-01,,,,
7732,Willie Blackheart,"Salem, Virginia, USA",male,,,,1993-01-01,,,,
20285,Buster Jackson,"Edison, New Jersey, USA",male,38.0,,,,,,,
10755,Nick Nero,"Cleveland, Ohio, USA",male,,194.0,,2009-04-01,,,,
10407,Drew Carey,"Cleveland, Ohio, USA",male,,,,,,,,
25315,Joe Lando,"Florida, USA",male,,,,,,,,
22191,Brooklyn Creed,"Jackson, Georgia, USA",female,,,,2016-01-01,,,,
18299,Yusuke Okada,"Osaka, Japan",male,30.0,170.0,82.0,2017-01-09,,118,8.5,26.0
7140,Diana La Cazadora,"Monterrey, Nuevo Leon, Mexiko",female,44.0,160.0,52.0,1997-08-24,,,,
4488,Alfonso Dantes,"Guadalajara, Jalisco, Mexiko",male,,176.0,101.0,1960-01-01,2008-01-01,,,
10584,Tom Lynch,"South Bend, Indiana, USA",male,,173.0,104.0,1970-01-01,1983-01-01,,,
21882,Joshua Bishop,"Ohio, USA",male,,,,2017-01-01,,,8.5,2.0
18937,Nina Samuels,"London, England, UK",female,34.0,170.0,68.0,2014-11-16,,,5.84,19.0
1849,Masayuki Kono,"Noboribetsu, Hokkaido, Japan",male,43.0,192.0,115.0,2003-03-28,,,6.21,14.0
2737,Stan Lee,"Charlotte, North Carolina, USA",male,51.0,185.0,110.0,1989-11-12,,,,
6821,Don McClarty,Ireland,male,,195.0,117.0,,,,,
11251,Capitan Oro,"California, USA",male,,,,,,,,
850,Johnny Swinger,"Niagara Falls, New York, USA",male,48.0,178.0,98.0,1993-01-01,,5,4.37,71.0
11386,Alex Lee,"Sarajevo, Bosnien-Herzegowina",female,38.0,170.0,70.0,2010-09-02,,,4.91,11.0
15966,Owen Travers,"Van Nuys, California, USA",male,36.0,175.0,95.0,2012-01-01,,,,
15772,Don Lee,"Del Rio, Texas, USA",male,,194.0,150.0,,,,,
10757,Nick Cutler,"LaPorte, Indiana, USA",male,,175.0,98.0,,,,6.0,3.0
2885,Pentagon Black,"Mexico City, Distrito Federal, Mexiko",male,54.0,170.0,87.0,1990-01-01,,,,
775,Al Green,"Tampa, Florida, USA",male,,193.0,130.0,1989-01-01,,,1.88,34.0
624,Frankie Sloan,"Liverpool, England, UK",male,53.0,188.0,89.0,1992-01-01,,,6.75,8.0
5285,Knuckles Nelson,"Providence, Rhode Island, USA",male,,190.0,102.0,1994-01-01,2003-10-11,,,
8463,Axis,"Lakeland, Florida, USA",male,,190.0,125.0,1993-01-01,,,,
2247,Erik Isaksen,"Lillestrøm, Norwegen",male,49.0,180.0,103.0,1996-03-15,,,7.37,19.0
677,Fast Eddie,"Houston, Texas, USA",male,,188.0,98.0,2000-01-01,2009-01-01,,5.57,7.0
9422,Randy Royal,"Atlanta, Georgia, USA",male,,178.0,104.0,1999-01-01,,,8.0,1.0
5987,KUSHIDA,"Tokyo, Japan",male,40.0,175.0,85.0,2006-09-07,,7,8.79,351.0
3546,Marcela,"Mexico City, Distrito Federal, Mexiko",female,52.0,155.0,60.0,1985-12-01,,78,7.33,3.0
12674,Eric Cross,"Covina, California, USA",male,36.0,175.0,102.0,2005-10-01,,,,
6559,Shaun Maddox,"Beaver Dam, Kentucky, USA",male,,190.0,104.0,2004-01-01,,,,
843,Jack Brisco,"Blackwell, Oklahoma, USA",male,,191.0,102.0,1965-05-15,1985-01-01,,8.53,38.0
2535,Mike Davis,"Greenville, South Carolina, USA",male,,180.0,106.0,1977-01-01,,,3.75,4.0
21060,Butcher,"Buffalo, New York, USA",male,45.0,191.0,124.0,2016-01-01,,2287,6.87,95.0
24301,Trick Williams,"Columbia, South Carolina, USA",male,29.0,194.0,94.0,2021-01-01,,1,6.9,21.0
1120,Kendo Nagasaki,"Abashiri, Hokkaido, Japan",male,,188.0,120.0,1971-06-27,2000-01-01,,5.67,6.0
756,B. Brian Blair,"Gary, Indiana, USA",male,,183.0,107.0,1977-01-01,2019-07-26,,5.43,42.0
17363,Jeff Baker,"Johnson City, Tennessee, USA",male,,178.0,120.0,2009-01-01,,,,
2301,King Kaluha,"Hawaii, USA",male,64.0,188.0,111.0,1984-01-01,,,8.0,2.0
930,Lou Thesz,"Barnat, Michigan, USA",male,,185.0,102.0,1932-09-01,1990-12-26,,9.6,139.0
15481,Clutch Adams,"New Jersey, USA",male,30.0,,95.0,2014-01-25,,,,
10897,El Dorado,"Mexico City, Distrito Federal, Mexiko",male,,180.0,100.0,1970-01-01,,,,
26703,Atiba,"Denver, Colorado, USA",male,,,,2018-01-01,,,,
13293,Jake Dirden,"Chesterfield, Missouri, USA",male,40.0,200.0,110.0,2012-04-06,,,10.0,1.0
5058,Brandon Gatson,"Austin, Texas, USA",male,39.0,183.0,91.0,2000-01-01,,,6.43,7.0
1473,Tsuyoshi Kohsaka,"Kusatsu, Shiga, Japan",male,,181.0,103.0,1994-08-20,2005-05-14,,9.27,11.0
10131,Pedro Godoy,Chile,male,,181.0,104.0,,1981-11-11,,,
15503,Akua,"Hawaii, USA",male,,178.0,114.0,,,,,
16194,Cezar Bononi,"Sao Paulo, Brasilien",male,37.0,198.0,120.0,2004-01-01,,,4.34,44.0
113,Joel Maximo,"New York City, New York, USA",male,43.0,175.0,81.0,2000-01-01,,,4.74,34.0
13671,John Allen,"Tifton, Georgia, USA",male,,185.0,111.0,,,,,
3710,Flying Kid Ichihara,"Tokushima, Japan",male,54.0,168.0,80.0,1990-05-12,,,3.5,2.0
1189,Jillian Hall,"Ashland, Kentucky, USA",female,,168.0,59.0,1998-01-01,2013-11-29,,5.52,200.0
21373,MIRAI,"Miyako, Iwate, Japan",female,23.0,162.0,60.0,2019-05-03,,745,7.51,81.0
19243,Ricky South,"Sydney, New South Wales, Australia",male,,187.0,105.0,,,,7.0,1.0
19842,Race Bannon,"Chicago, Illinois, USA",male,,,100.0,,,,,
661,Silver King,"Torreon, Coahuila, Mexiko",male,,176.0,98.0,1985-11-01,2019-05-11,,6.62,42.0
17928,Capitan Suicida,"Mexico City, Distrito Federal, Mexiko",male,27.0,168.0,77.0,2013-04-15,,,,
3462,Damien DeMento,"Long Island, New York, USA",male,,188.0,123.0,1987-01-01,1994-01-01,,3.21,61.0
1485,JR Foley,"Liverpool, England, UK",male,,175.0,100.0,,,,,
8329,Nathan Cruz,"Kingston-Upon-Hull, England, UK",male,32.0,183.0,92.0,2006-08-26,,,7.37,27.0
13494,Shep Alexander,"Coalfalls, Queensland, Australia",male,,188.0,83.0,2012-01-01,,,,
4315,Bambi,"Duluth, Georgia, USA",female,,170.0,66.0,1986-01-01,,,7.0,2.0
13034,Drako,Mexiko,male,,,,,,,,
27008,Estrella Oriental Jr.,"Guadalajara, Jalisco, Mexiko",male,28.0,,,,,,,
1755,Sal E. Graziano,"New York City, New York, USA",male,,188.0,272.0,1998-01-01,,,3.11,19.0
13683,George Barnes,"Sydney, New South Wales, Australia",male,,183.0,110.0,,,,,
2381,Milano Collection AT,"Morioka, Iwate, Japan",male,,183.0,80.0,2000-05-13,2009-09-13,,8.24,90.0
3194,Mark Johnson,"Atlanta, Georgia, USA",male,,,,,,,4.7,27.0
24225,Robert Martyr,"Orlando, Florida, USA",male,22.0,173.0,78.0,2018-03-10,,,8.27,15.0
5875,Chris Steeler,"Metuchen, New Jersey, USA",male,37.0,185.0,94.0,2003-04-11,,,,
1643,Bax,"Hamburg, Pennsylvania, USA",male,,178.0,92.0,1999-04-01,2014-01-01,,,
15216,Lars Sullivan,"Westminster, Colorado, USA",male,,190.0,137.0,2014-10-01,2021-01-01,,5.87,85.0
1334,Steve Madison,"Tampa, Florida, USA",male,40.0,178.0,100.0,,,,6.6,5.0
902,Eddie Kingston,"Yonkers, New York, USA",male,41.0,180.0,109.0,2002-10-12,,2287,8.4,522.0
5477,Kaoma Jr.,"Matamoros, Tamaulipas, Mexiko",male,42.0,,,1993-10-13,,,,
5476,Cherry,"Saitama, Japan",female,49.0,157.0,52.0,2004-06-16,,,7.0,17.0
384,Vic Capri,"Chicago, Illinois, USA",male,50.0,173.0,95.0,1999-01-01,,,,
11424,Mack Daddy Flexxx,"New York, USA",male,,,,2006-07-01,,,,
8240,Funny Bone,"Las Vegas, Nevada, USA",male,40.0,183.0,98.0,2004-12-11,,,7.0,1.0
22299,Stephen Azure,"Rocky Point, New York, USA",male,,,,2018-01-01,,,,
19935,Super Beast,"Sacramento, California, USA",male,42.0,,,2015-01-01,,,,
12907,Guanchulo,"Rancagua, Region de O'Higgins, Chile",male,35.0,175.0,80.0,2005-08-14,,,7.22,9.0
15291,Habib From The Car Wash,"New Jersey, USA",male,,,,2012-01-01,2020-01-01,,8.0,2.0
1126,Tony Chimel,"Cherry Hill, New Jersey, USA",male,55.0,185.0,102.0,,,,8.48,127.0
4324,Kazuchika Okada,"Anjo, Aichi, Japan",male,35.0,191.0,107.0,2004-08-29,,7,9.66,1005.0
